file_path,labels
/content/drive/My Drive/iMaterialist2000/57a5a89304e0d05ea9d46f63-large.jpg,Casual Dresses;Female;Chiffon;Off The Shoulder;Sleeveless;Summer
/content/drive/My Drive/iMaterialist2000/5591dce47b59a719024bc67d-large.jpg,Hoodies & Sweatshirts;Female;Fleece;Knit;Round Neck;Long Sleeved
/content/drive/My Drive/iMaterialist2000/58c00d5b6a3eb74ac5877d57-large.jpg,Nightgowns;Black;Red;Female;Lace;V-Necks;Sleeveless;Spaghetti Straps
/content/drive/My Drive/iMaterialist2000/537506263d4f360c909a4138-large.jpg,Sheer Tops;Female;Round Neck;Short Sleeves;Embroidered
/content/drive/My Drive/iMaterialist2000/576aa5a2c8bb8410066d5a03-large.jpg,Dresses;Black;Female;Off The Shoulder;Mesh;Long Sleeved;Bodycon
/content/drive/My Drive/iMaterialist2000/5392a59e9715bb0c8e42f4d0-large.jpg,Blouses;Green;Female;Round Neck;Long Sleeved;Hollow-Out
/content/drive/My Drive/iMaterialist2000/53a7c1ad38e8ab0da3b422bc-large.jpg,Casual Dresses;Female;Floral;Sleeveless;Vintage Retro
/content/drive/My Drive/iMaterialist2000/53ca5e086ff333117db92dc6-large.jpg,Vests;Male;V-Necks;Sleeveless;Furry
/content/drive/My Drive/iMaterialist2000/535f50535aefb072660210f0-large.jpg,Blue;Female;V-Necks;Polka Dot;Sleeveless;Pleated
/content/drive/My Drive/iMaterialist2000/538d2b972413665cf217fcd9-large.jpg,Party Dresses;Female;Shoulder Drapes;Floral;Short Sleeves
/content/drive/My Drive/iMaterialist2000/538d2da2bb95e7370ebf34c6-large.jpg,Leggings;Female;Spandex;Mesh
/content/drive/My Drive/iMaterialist2000/567cfdb4b6199d465078d3b7-large.jpg,Wedding Dresses;Female;Lace;Sweetheart Neckline;Ruffles;Strapless
/content/drive/My Drive/iMaterialist2000/5659468b79e4391e1131af62-large.jpg,Casual Dresses;Beige;Green;Pink;Black;White;Purple;Female;Chiffon;Sweetheart Neckline;Ruffles;Sleeveless;Summer
/content/drive/My Drive/iMaterialist2000/56d69ece968a8f263433657b-large.jpg,Shorts;Female;Denim;Ripped;Fringe
/content/drive/My Drive/iMaterialist2000/5705bfc2ac9e016ebac55ba4-large.jpg,T-Shirts;Male;Cotton;Round Neck;Long Sleeved
/content/drive/My Drive/iMaterialist2000/53b16069ff4d6d2b7f8b30c8-large.jpg,Leggings;Blue;Black;Purple;Red;Female
/content/drive/My Drive/iMaterialist2000/53aeb86a13e1b37e77a89d8b-large.jpg,Dresses;Female;Round Neck;Short Sleeves;Bodycon
/content/drive/My Drive/iMaterialist2000/59bff0f21ff9320ca7fd40d7-large.jpg,Female;Denim;Ripped;Embroidered
/content/drive/My Drive/iMaterialist2000/58f43617a77ef119b0f623de-large.jpg,Skirts;Red;Female;Cotton;Polyester;Round Neck;Floral;Ruffles;Short Sleeves;Pleated
/content/drive/My Drive/iMaterialist2000/57aeb2ee8b7e361bc6808676-large.jpg,Hoodies & Sweatshirts;Male;Turtlenecks;Long Sleeved
/content/drive/My Drive/iMaterialist2000/55cab54ab4f3401002b682eb-large.jpg,Dress Shirts;Male;Cotton;Collared;Pin Stripes;Stripes;Long Sleeved
/content/drive/My Drive/iMaterialist2000/569859e25f29d10421e7d958-large.jpg,"Hosiery, Stockings, Tights;Gray;Black;Red;Male;Velvet"
/content/drive/My Drive/iMaterialist2000/578f26dbba8cd26bdf675370-large.jpg,Dresses;Orange;Female;Chiffon;Sweetheart Neckline;Ruched;Strapless;Rhinestone Studded
/content/drive/My Drive/iMaterialist2000/53e4b100aad05211793809d7-large.jpg,Jackets;Red;Female;Leather;Zebra;Vintage Retro
/content/drive/My Drive/iMaterialist2000/53d3f92d5d48630eeda1c248-large.jpg,Swimsuits;Female;Neoprene;Galaxy;Sleeveless
/content/drive/My Drive/iMaterialist2000/55744e9c3e054164cb5a3b8f-large.jpg,Jilbaab;Green;Neutral;Shoulder Drapes;Long Sleeved;Vintage Retro
/content/drive/My Drive/iMaterialist2000/5385497b6fa88c2883281391-large.jpg,Dress Shirts;Male;Polyester;Collared;Pin Stripes;Stripes;Long Sleeved
/content/drive/My Drive/iMaterialist2000/5975750b1d0ca74f66024e27-large.jpg,Neutral;Round Neck;Short Sleeves
/content/drive/My Drive/iMaterialist2000/59e5ac01800dbe48314fa119-large.jpg,Blue;Female;Denim;Ripped
/content/drive/My Drive/iMaterialist2000/57f6da74c76ef341830f6b21-large.jpg,Blue;Pink;Female;Sleeveless;Spaghetti Straps
/content/drive/My Drive/iMaterialist2000/5a1e1cdf8b9e470bcb505340-large.jpg,Dresses;Purple;Female;V-Necks;Ruffles;Sleeveless;Spaghetti Straps
/content/drive/My Drive/iMaterialist2000/52613e3a3deaf72ea2e80c30-large.jpg,Tank Tops;Black;Female;Rayon;Cotton;Polyester;Racerback;Paisley;Sleeveless;Printed
/content/drive/My Drive/iMaterialist2000/58604b7f4f42eb4f9d480675-large.jpg,Casual Shorts;Black;Female;Embroidered
/content/drive/My Drive/iMaterialist2000/5620bc1d13fa0b2f62e41190-large.jpg,Formal Dresses;Green;Female;Sweetheart Neckline;Ruched;Sleeveless;Pleated
/content/drive/My Drive/iMaterialist2000/5358c300b548a655815193b7-large.jpg,Skirts;Black;Female;Leather;Round Neck;Long Sleeved;Rhinestone Studded
/content/drive/My Drive/iMaterialist2000/5494f95f81e5421017e2274a-large.jpg,Blouses;Female;Chiffon;Round Neck;Short Sleeves;Peplum
/content/drive/My Drive/iMaterialist2000/59d86a077e150a12fa2718f5-large.jpg,Skinny Jeans;Blue;Black;Male;Denim;Ripped
/content/drive/My Drive/iMaterialist2000/5517659cc1c0b90f5c2de104-large.jpg,Dresses;Female;Round Neck;Geometric;Sleeveless;Tunic
/content/drive/My Drive/iMaterialist2000/548b0a98223ebf3a695d0029-large.jpg,Jumpsuits Overalls & Rompers;Female;Spaghetti Straps
/content/drive/My Drive/iMaterialist2000/55b64c7c710a4140958141ba-large.jpg,Batwing Tops;Female;Round Neck;Long Sleeved;Printed
/content/drive/My Drive/iMaterialist2000/548ecd9b653d5155a1c732e0-large.jpg,Dresses;Female;Shoulder Drapes;Long Sleeved;Peplum
/content/drive/My Drive/iMaterialist2000/596b0627d4500b70857ea3a2-large.jpg,Dresses;Female;Off The Shoulder;Ruffles;Strapless;Bodycon
/content/drive/My Drive/iMaterialist2000/58130d378377ae21182bcb7d-large.jpg,Suits & Blazers;Female;Long Sleeved
/content/drive/My Drive/iMaterialist2000/5332aaff9d45092781893d47-large.jpg,Casual Dresses;White;Female;Lace;Sweetheart Neckline;Sleeveless;Summer
/content/drive/My Drive/iMaterialist2000/5375e5dadae9a70228db648b-large.jpg,Dresses;Gray;Female;V-Necks;Sleeveless;Bodycon
/content/drive/My Drive/iMaterialist2000/53b0bf80ff4d6d2b738b28cd-large.jpg,Casual Dresses;Blue;Black;White;Red;Female;Chiffon;Lace;Round Neck;Short Sleeves;Summer
/content/drive/My Drive/iMaterialist2000/59b77c18ae228e3a3c281582-large.jpg,Lingerie Sleepwear & Underwear;Female;Lace;Long Sleeved
/content/drive/My Drive/iMaterialist2000/560cd5594bc59c194cc7d32a-large.jpg,Thigh Highs;Female
/content/drive/My Drive/iMaterialist2000/5705118a380b2240b86d0413-large.jpg,Swimsuits;Female;Spandex;Polyester
/content/drive/My Drive/iMaterialist2000/59f187deafec1a038a8fa4c9-large.jpg,Dresses;Black;White;Neutral;Turtlenecks;Sequins;Long Sleeved;Bodycon
/content/drive/My Drive/iMaterialist2000/559b84af577ce14a424a538f-large.jpg,Wedding Dresses;Female;Sweetheart Neckline;Strapless;Bodycon
/content/drive/My Drive/iMaterialist2000/5625e2655d34f570e9b8d4f6-large.jpg,Dress Shirts;Male;V-Necks;Long Sleeved
/content/drive/My Drive/iMaterialist2000/53ae7c0db1f4160ea518f4f7-large.jpg,Party Dresses;Female;Round Neck;Long Sleeved;Bodycon
/content/drive/My Drive/iMaterialist2000/59c9b8c294282b069d2fd5ca-large.jpg,Nightgowns;Female;Spandex;V-Necks
/content/drive/My Drive/iMaterialist2000/54c350c2ddb3a20992a6e254-large.jpg,Bubble Coats;Male;Round Neck;Camouflage;Long Sleeved
/content/drive/My Drive/iMaterialist2000/56bc43ff77ea1f0fc5549d94-large.jpg,Blouses;Female;Chiffon;Round Neck;Long Sleeved;Asymmetric
/content/drive/My Drive/iMaterialist2000/5873adeeeafeff4fce3a571e-large.jpg,Maternity;Female
/content/drive/My Drive/iMaterialist2000/5906081698281c313bcc0f52-large.jpg,T-Shirts;White;Female;Polyester;Round Neck;Short Sleeves;Summer
/content/drive/My Drive/iMaterialist2000/57ac67b22e2de22c7bb851db-large.jpg,Skirts;Yellow;Female;Polyester;Galaxy;Pleated
/content/drive/My Drive/iMaterialist2000/53d3ac6c46188e7d927275ad-large.jpg,Leggings;Female;Round Neck;Long Sleeved;Printed
/content/drive/My Drive/iMaterialist2000/54d488f69a417f09b93c7e8a-large.jpg,Dresses;Blue;Green;Pink;Female;Polyester;Round Neck;Long Sleeved;Bodycon
/content/drive/My Drive/iMaterialist2000/59ccc96a763a8f1f56ba3f45-large.jpg,Jackets;Blue;Green;Black;Red;Male;Turtlenecks;Camouflage;Long Sleeved
/content/drive/My Drive/iMaterialist2000/549bd53044a28213198866f3-large.jpg,Cardigans;White;Female;Lace;V-Necks;Crochet;Long Sleeved
/content/drive/My Drive/iMaterialist2000/55fd3d8b7fd75110d8d3e709-large.jpg,Cargo Pants;Green;Male;Cotton;Camouflage
/content/drive/My Drive/iMaterialist2000/521586e31c23884512363495-large.jpg,Tank Tops;Female;Round Neck;Sleeveless;Asymmetric
/content/drive/My Drive/iMaterialist2000/564c63673f3ad14a0916a5fe-large.jpg,Pencil Skirts;Female;Suede;V-Necks;Long Sleeved;Vintage Retro
/content/drive/My Drive/iMaterialist2000/5820df131b6e3957933fff49-large.jpg,Party Dresses;Female;Polyester;Round Neck;Sleeveless;Bodycon
/content/drive/My Drive/iMaterialist2000/5365bb2f458c6d11e42a7165-large.jpg,Costumes & Cosplay;Red;Female;Round Neck;Sleeveless;Pleated
/content/drive/My Drive/iMaterialist2000/53dfbeccff4d6d54eac29a18-large.jpg,Jackets;Blue;Male;Cotton;Polyester;Collared;Long Sleeved;Printed
/content/drive/My Drive/iMaterialist2000/58dc95df7802031e9bb881fc-large.jpg,Casual Pants;Female
/content/drive/My Drive/iMaterialist2000/57b81b0220f28f1a37cc4ef3-large.jpg,Corsets;Black;Neutral
/content/drive/My Drive/iMaterialist2000/55e0f9efef3cb75157033322-large.jpg,Male;Turtlenecks;Long Sleeved;Furry
/content/drive/My Drive/iMaterialist2000/5372d38e34067e252120979e-large.jpg,Tank Tops;Black;Silver;Female;Racerback;Sequins;Sleeveless;Spaghetti Straps
/content/drive/My Drive/iMaterialist2000/5783214f3a698c05404c0ab3-large.jpg,Jumpsuits Overalls & Rompers;Female;Polyester;V-Necks;Hearts;Long Sleeved;Printed
/content/drive/My Drive/iMaterialist2000/53965691d0839651f71eee2c-large.jpg,Cocktail Dresses;Gray;Green;Black;Purple;Female;V-Necks;Long Sleeved
/content/drive/My Drive/iMaterialist2000/53b6b13cde30d63150a6ca90-large.jpg,Batwing Tops;Female;Cotton;Round Neck;Short Sleeves;Printed
/content/drive/My Drive/iMaterialist2000/58f99c3475113419c507af16-large.jpg,Trousers;Female
/content/drive/My Drive/iMaterialist2000/56e6301e6debf85c8f3434bd-large.jpg,Costumes & Cosplay;Black;Neutral;Spandex
/content/drive/My Drive/iMaterialist2000/582074f548b5261dedbda50c-large.jpg,Jackets;Female;Faux Fur;Geometric;Long Sleeved;Furry
/content/drive/My Drive/iMaterialist2000/58c3ba7a206a157a94431ace-large.jpg,Tank Tops;Female;Cotton;Lace;Racerback;Sleeveless;Peplum
/content/drive/My Drive/iMaterialist2000/592a9d4b8f7b087a2408c2d5-large.jpg,Blouses;Gray;Black;White;Female;Off The Shoulder;Floral;Crochet;Short Sleeves;Embroidered
/content/drive/My Drive/iMaterialist2000/535c9da4796f68792081bbc6-large.jpg,Dresses;Black;Female;Lace;Polyester;Round Neck;Long Sleeved;Bodycon
/content/drive/My Drive/iMaterialist2000/5600e4235b462d236a17cb4b-large.jpg,Formal Dresses;Female;Chiffon;Sweetheart Neckline;Strapless;Beaded
/content/drive/My Drive/iMaterialist2000/5752cfb39257706290846455-large.jpg,Cardigans;Brown;Blue;Beige;Black;Female;Knit;Round Neck;Long Sleeved;Printed
/content/drive/My Drive/iMaterialist2000/518b238c85f7280ab267ecb9-large.jpg,Cocktail Dresses;Blue;Female;Polyester;Round Neck;Ruched;Sleeveless;Bodycon
/content/drive/My Drive/iMaterialist2000/57e707903022a678af7d8414-large.jpg,Nightgowns;Black;Female;Turtlenecks;Mesh;Sleeveless;Bodycon
/content/drive/My Drive/iMaterialist2000/5974c7b095441a62bedecf03-large.jpg,Trousers;Neutral;Turtlenecks;Vintage Retro
/content/drive/My Drive/iMaterialist2000/56f457d9e1cf130240b5dec5-large.jpg,T-Shirts;Black;Male;Round Neck;Short Sleeves;Vintage Retro
/content/drive/My Drive/iMaterialist2000/57517d395f693060ca90ce41-large.jpg,Underwear;Brown;Blue;Green;Yellow;Male;Cotton
/content/drive/My Drive/iMaterialist2000/55b0e6cc57626b4082d31518-large.jpg,Dresses;Female;Denim;Off The Shoulder;Short Sleeves;Summer
/content/drive/My Drive/iMaterialist2000/53ef04359020ee3bc84ccd6d-large.jpg,Leggings;Female;Spandex;Floral;Printed
/content/drive/My Drive/iMaterialist2000/56587b16ae8c93620b534dc0-large.jpg,Blue;Female;Wool;Turtlenecks;Long Sleeved
/content/drive/My Drive/iMaterialist2000/59cb774d52605808bc7162b6-large.jpg,Jumpsuits Overalls & Rompers;Neutral;Ruched;Spaghetti Straps
/content/drive/My Drive/iMaterialist2000/53a014734da1b50c008dfab4-large.jpg,Costumes & Cosplay;Female;Spandex;Round Neck;Long Sleeved;Bodycon
/content/drive/My Drive/iMaterialist2000/56ad819b2ea1150f4123a84f-large.jpg,Casual Dresses;Female;Cotton;Polyester;Round Neck;Stripes;Long Sleeved;Tunic
/content/drive/My Drive/iMaterialist2000/53bba94ed911391220e637b2-large.jpg,Female;Knit;Turtlenecks;Long Sleeved;Hollow-Out
/content/drive/My Drive/iMaterialist2000/51e219d17d41a237113fcc73-large.jpg,Casual Dresses;Blue;Female;Round Neck;Ruched;Sleeveless;Rhinestone Studded
/content/drive/My Drive/iMaterialist2000/58cb88da83f64e528c2292f6-large.jpg,Dresses;Black;White;Female;Off The Shoulder;Strapless;Bodycon
/content/drive/My Drive/iMaterialist2000/59434e32cc7a83560349b284-large.jpg,Jerseys;Gray;Male;Polyester
/content/drive/My Drive/iMaterialist2000/597306ee2989a019fac25578-large.jpg,Jerseys;Red;Male;Polyester;Vintage Retro
/content/drive/My Drive/iMaterialist2000/58f45ec3a77ef119b4f682c0-large.jpg,Shorts;Female;Flannel;Lace
/content/drive/My Drive/iMaterialist2000/58df5af65fa69454f4d2ecff-large.jpg,Sweatpants;Male;Cotton;Camouflage
/content/drive/My Drive/iMaterialist2000/56d66818d8f8041a9249646a-large.jpg,Raincoats;Male;Polyester;Camouflage
/content/drive/My Drive/iMaterialist2000/5a18f8765dcd0234a38babc3-large.jpg,Jackets;Gray;Green;Black;White;Male;Collared;Long Sleeved
/content/drive/My Drive/iMaterialist2000/5a1e813a2053d02bdf20e5c4-large.jpg,Jackets;Gray;Green;Pink;Female;Collared;Embroidered
/content/drive/My Drive/iMaterialist2000/5582c053463c6a3f6448abc0-large.jpg,Tank Tops;White;Neutral;Cotton;Round Neck;Sleeveless
/content/drive/My Drive/iMaterialist2000/53aa663fef2bb80c943b8685-large.jpg,Blouses;Black;Female;Lace;Round Neck;Short Sleeves;Peplum
/content/drive/My Drive/iMaterialist2000/58138a9882152e19915f525e-large.jpg,Skirts;Female;Chiffon;Geometric;Summer
/content/drive/My Drive/iMaterialist2000/5332ad229d45092794893cda-large.jpg,Dresses;Female;Round Neck;Puff Sleeves;Bodycon
/content/drive/My Drive/iMaterialist2000/542374e942acdb0e6ec69992-large.jpg,Jackets;Blue;Neutral
/content/drive/My Drive/iMaterialist2000/55dbc4a6559a88102ad129a1-large.jpg,Lingerie Sleepwear & Underwear;Female;Lace;Polyester;V-Necks;Long Sleeved;Hollow-Out
/content/drive/My Drive/iMaterialist2000/5435f8bce946020e94fe03be-large.jpg,Blouses;Black;White;Female;Chiffon;Round Neck;Sleeveless;Furry
/content/drive/My Drive/iMaterialist2000/5762a62a3b0a976245417171-large.jpg,Party Dresses;Blue;Female;Chiffon;Lace;Round Neck;Long Sleeved;Pleated
/content/drive/My Drive/iMaterialist2000/56c2e7699e5fe5154f5c0f38-large.jpg,Swimsuits;Pink;Female;Polyester
/content/drive/My Drive/iMaterialist2000/53a931634dd0270d595d25de-large.jpg,Party Dresses;Black;Yellow;Female;Chiffon;Sweetheart Neckline;Leopard And Cheetah;Sleeveless;Bodycon
/content/drive/My Drive/iMaterialist2000/539818e6d08396252acc20ac-large.jpg,Dresses;Black;White;Female;V-Necks;Zebra;Long Sleeved;Printed
/content/drive/My Drive/iMaterialist2000/5966aa2c0a3f1a172d2141be-large.jpg,Skirts;Female;Pleated
/content/drive/My Drive/iMaterialist2000/57a82ae4fd4c705ea80fdfaa-large.jpg,Athletic Shorts;Neutral
/content/drive/My Drive/iMaterialist2000/560531d2a7efbf3a0e08ec8a-large.jpg,Wedding Dresses;Female;Shoulder Drapes;Sleeveless;Bodycon
/content/drive/My Drive/iMaterialist2000/5816aaff28df292129ca14bb-large.jpg,Swimsuits;Female;Spandex;Polyester;Stripes
/content/drive/My Drive/iMaterialist2000/55be019e49486a0f479dd831-large.jpg,Black;Female;Leather;Faux Fur;V-Necks;Long Sleeved;Furry
/content/drive/My Drive/iMaterialist2000/541b9d3b82b9ac28ba503d7b-large.jpg,Blouses;Blue;Pink;Female;Chiffon;Round Neck;Long Sleeved;Peplum
/content/drive/My Drive/iMaterialist2000/594a7f515d8cdc6676648437-large.jpg,Black;White;Yellow;Red;Female;V-Necks;Long Sleeved;Asymmetric
/content/drive/My Drive/iMaterialist2000/55af36609320d140647a5069-large.jpg,Black;White;Female;Lace;V-Necks;Sleeveless;Bodycon
/content/drive/My Drive/iMaterialist2000/5498dd685c0a251059a663e0-large.jpg,Corsets;Female;Sweetheart Neckline;Strapless;Spaghetti Straps
/content/drive/My Drive/iMaterialist2000/53deda8562b21d0ea5dbb902-large.jpg,Jackets;Female;Leather;Vintage Retro
/content/drive/My Drive/iMaterialist2000/5524fd173b07f609947a978c-large.jpg,Skirts;Female;V-Necks
/content/drive/My Drive/iMaterialist2000/55cc104d1e688f45fdeaac05-large.jpg,Dresses;Blue;Gray;Green;Yellow;Red;Female;Silk;U-Necks;Sleeveless;Summer
/content/drive/My Drive/iMaterialist2000/5537442c43f6110e65c0703e-large.jpg,Casual Dresses;Female;Silk;Round Neck;Leopard And Cheetah;Short Sleeves;Summer
/content/drive/My Drive/iMaterialist2000/53fad52d81af9f097e340b79-large.jpg,Black;Female;Cotton;Ripped
/content/drive/My Drive/iMaterialist2000/562bc6cfb21d9f13363e339c-large.jpg,Robes;Neutral;Velvet
/content/drive/My Drive/iMaterialist2000/589e7c1d7f2980722e65d542-large.jpg,Leggings;Female;Spandex;Galaxy
/content/drive/My Drive/iMaterialist2000/53ac37c113e1b30c7a6ab0fd-large.jpg,Suits & Blazers;Male;Suede;V-Necks;Checkered;Long Sleeved;Printed
/content/drive/My Drive/iMaterialist2000/5936268af853ce47c8629291-large.jpg,Casual Dresses;Blue;Black;Female;Off The Shoulder;Floral;Long Sleeved;Summer
/content/drive/My Drive/iMaterialist2000/5673ebb57885e9730bad872c-large.jpg,Athletic Shorts;Male;Cotton
/content/drive/My Drive/iMaterialist2000/56e7f1b1e083275c59ac921c-large.jpg,Dresses;Black;Red;Female;Polyester;V-Necks;Sleeveless;Summer
/content/drive/My Drive/iMaterialist2000/5571693884515b19e92fd81e-large.jpg,Prom Dresses;Clear;Red;Female;Sweetheart Neckline;Sequins;Sleeveless;Beaded
/content/drive/My Drive/iMaterialist2000/5677c6f073bd6d3550962fef-large.jpg,Cargo Pants;Blue;Green;Black;Male;Cotton;Camouflage
/content/drive/My Drive/iMaterialist2000/567e37ab52c3692aeea803c2-large.jpg,Party Dresses;Black;Female;Cotton;Polyester;Square Necked;Sleeveless;Summer
/content/drive/My Drive/iMaterialist2000/5438843c9719cd4ef4dd9f10-large.jpg,Casual Shirts;Male;Round Neck;Long Sleeved
/content/drive/My Drive/iMaterialist2000/59b15ca6be61e51dd918e239-large.jpg,Swimsuits;Neutral;Racerback
/content/drive/My Drive/iMaterialist2000/538c32bdbb95e70c6b5471fb-large.jpg,Thongs;Female;Spandex;Lace
/content/drive/My Drive/iMaterialist2000/590ec1fe26d96f27ab5d8768-large.jpg,Jeans;Blue;Female;Denim;Ripped
/content/drive/My Drive/iMaterialist2000/5406d928c5c2464992dc65ca-large.jpg,Dresses;Black;Female;Polyester;Round Neck;Long Sleeved;Embroidered
/content/drive/My Drive/iMaterialist2000/59c7b596d8af6546a29991c0-large.jpg,Uniforms;Neutral;Round Neck;Long Sleeved;Printed
/content/drive/My Drive/iMaterialist2000/576f7035723f936f8c7ca705-large.jpg,Casual Pants;Blue;Male;Cotton;Long Sleeved
/content/drive/My Drive/iMaterialist2000/53b5f243aba59f3c029176b5-large.jpg,Jackets;Neutral;Collared;Pin Stripes;Stripes;Long Sleeved;Peplum
/content/drive/My Drive/iMaterialist2000/5922b89c83b9427e3f8d6df3-large.jpg,Dresses;Gray;Black;Red;Female;Spandex;Polyester;V-Necks;Ruched;Sleeveless;Bodycon
/content/drive/My Drive/iMaterialist2000/53be9f0498fc251acdfbcaa7-large.jpg,White;Female;Cotton;Printed
/content/drive/My Drive/iMaterialist2000/5707ca181aa17e5e80fb5fc7-large.jpg,Shorts;Blue;Female;Denim;Ripped
/content/drive/My Drive/iMaterialist2000/55fa8000ae8c933fd9d30660-large.jpg,Jumpsuits Overalls & Rompers;Blue;Female;Backless Dresses;Sleeveless;Spaghetti Straps
/content/drive/My Drive/iMaterialist2000/53aececd13e1b37e25a8a1bb-large.jpg,Dresses;Black;Female;V-Necks;Ruched;Long Sleeved;Wrap
/content/drive/My Drive/iMaterialist2000/5329a3010a74fb0c64935bf3-large.jpg,Skirts;Pink;Female;Tulle;Cotton;Sweetheart Neckline;Ruffles;Pleated
/content/drive/My Drive/iMaterialist2000/53981c61796f6865b986b694-large.jpg,Party Dresses;Female;Polyester;V-Necks;Sleeveless;Bandage
/content/drive/My Drive/iMaterialist2000/53bbae68d031dc75d43140b2-large.jpg,Underwear;Female;Velvet;Lace;V-Necks;Mesh;Spaghetti Straps
/content/drive/My Drive/iMaterialist2000/55e2d9f37a20c71052ac734a-large.jpg,Blouses;Female;Chiffon;V-Necks;Long Sleeved;Peplum
/content/drive/My Drive/iMaterialist2000/5937c6a69362971c834306a2-large.jpg,Dresses;Orange;Black;Red;Female;Backless Dresses;Ruffles;Sleeveless;Bodycon
/content/drive/My Drive/iMaterialist2000/52376dc91c2388446dacf021-large.jpg,Hoodies & Sweatshirts;Neutral;Round Neck;Long Sleeved;Printed
/content/drive/My Drive/iMaterialist2000/5811b98eec1677058c8510f3-large.jpg,Leggings;Black;Male
/content/drive/My Drive/iMaterialist2000/545c3f1782c05638ec132b8e-large.jpg,Tank Tops;White;Female;Spandex;Polyester;Racerback;Sequins;Sleeveless;Printed
/content/drive/My Drive/iMaterialist2000/53e1d81b4497c513fb2a7a79-large.jpg,Jumpsuits Overalls & Rompers;White;Female;Polyester;Round Neck;Long Sleeved;Bandage
/content/drive/My Drive/iMaterialist2000/56a98a01510da014d86c2fc2-large.jpg,Skinny Jeans;White;Female
/content/drive/My Drive/iMaterialist2000/593f988cdda5f14d3db9d221-large.jpg,T-Shirts;Female;Cotton;Round Neck;Short Sleeves
/content/drive/My Drive/iMaterialist2000/53a3c7d74cc2170f5b283336-large.jpg,Dresses;White;Female;Sweetheart Neckline;Strapless;Spaghetti Straps
/content/drive/My Drive/iMaterialist2000/58de07ed4cf70c5941857824-large.jpg,Dresses;Female;Off The Shoulder;Ruched;Long Sleeved;Bodycon
/content/drive/My Drive/iMaterialist2000/58c914a16314d50c90fd0829-large.jpg,Dresses;Black;Female;Cotton;Off The Shoulder;Floral;Sleeveless;Embroidered
/content/drive/My Drive/iMaterialist2000/574d5c6638816860a66c2a6e-large.jpg,Dresses;Blue;Green;Pink;White;Purple;Red;Female;Off The Shoulder;Ruffles;Long Sleeved;Bodycon
/content/drive/My Drive/iMaterialist2000/56825b10df2e000d3efd66c7-large.jpg,Cardigans;Red;Female;Knit;Turtlenecks;Long Sleeved
/content/drive/My Drive/iMaterialist2000/57fa91aacf8ad4196c7bbcc4-large.jpg,Wedding Dresses;Female;Sweetheart Neckline;Sleeveless;Bodycon
/content/drive/My Drive/iMaterialist2000/5915644aa599e571fab6ac8a-large.jpg,Jilbaab;Green;Black;Red;Female;Round Neck;Long Sleeved;Pleated
/content/drive/My Drive/iMaterialist2000/547fcd78223ebf4478d63897-large.jpg,Tutus;Black;Female;Tulle;Leather;Sequins;Long Sleeved
/content/drive/My Drive/iMaterialist2000/5468130d90c77665a1b98ea9-large.jpg,Blue;Gray;Pink;Black;Red;Female;Velvet;Turtlenecks;Long Sleeved;Bodycon
/content/drive/My Drive/iMaterialist2000/53a14d2f46188e4c9b9a61bb-large.jpg,Jackets;Male;Leather;Collared;Quilted;Long Sleeved
/content/drive/My Drive/iMaterialist2000/53916e42b9ee8427b350361f-large.jpg,Batwing Tops;Blue;Pink;White;Female;Knit;Round Neck;Short Sleeves;Hollow-Out
/content/drive/My Drive/iMaterialist2000/55e95dd190674d36b9b28c17-large.jpg,Jackets;Gray;Black;Male;Leather;Long Sleeved
/content/drive/My Drive/iMaterialist2000/55277ae1321ea10ee264af8d-large.jpg,Swimsuits;Female;Spandex;Nylon;V-Necks
/content/drive/My Drive/iMaterialist2000/5a22221cafec1a0ea1cd63a8-large.jpg,Crop Tops;Female;Collared;Floral;Long Sleeved;Embroidered
/content/drive/My Drive/iMaterialist2000/574d3f1371657a6286fd47dd-large.jpg,Leggings;Neutral;Spandex;Nylon
/content/drive/My Drive/iMaterialist2000/582a71d88108911b77f89250-large.jpg,Blouses;Blue;Black;Purple;Female;Off The Shoulder;Long Sleeved
/content/drive/My Drive/iMaterialist2000/5719ee40af27e05d2b7ac101-large.jpg,Bodysuits;Black;White;Neutral;Lace;V-Necks;Crochet;Mesh;Sleeveless;Bodycon
/content/drive/My Drive/iMaterialist2000/533d2ea854a6a94020c47677-large.jpg,Casual Dresses;Gray;Pink;Black;White;Purple;Female;Chiffon;Round Neck;Ruffles;Short Sleeves;Summer
/content/drive/My Drive/iMaterialist2000/541c1ba04ad3ab14b9432eef-large.jpg,Male;Cotton;Long Sleeved
/content/drive/My Drive/iMaterialist2000/594fb8f98a63a770d013307c-large.jpg,Swimsuits;White;Female;Off The Shoulder
/content/drive/My Drive/iMaterialist2000/53f3e3e89020ee78e8822452-large.jpg,Trench Coats;Female;Round Neck;Long Sleeved;Asymmetric
/content/drive/My Drive/iMaterialist2000/5473b26a5f313f4484db5b28-large.jpg,Dresses;Black;Female;Lace;Square Necked;Floral;Sleeveless;Vintage Retro
/content/drive/My Drive/iMaterialist2000/538ec519ee5b860c94f78a24-large.jpg,Drawstring Pants;Male
/content/drive/My Drive/iMaterialist2000/59db2f731b304a47d1d839a9-large.jpg,Maternity;Black;Purple;Female;Off The Shoulder;Long Sleeved;Pleated
