id,gender,masterCategory,subCategory,articleType,baseColour,season,usage,fname
24630,Women,Footwear,Flip Flops,Flip Flops,Blue,Fall,Casual,24630.jpg
16324,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual,16324.jpg
25017,Women,Footwear,Shoes,Heels,Black,Fall,Formal,25017.jpg
45308,Men,Accessories,Belts,Belts,Black,Summer,Formal,45308.jpg
33024,Women,Apparel,Topwear,Kurtas,White,Summer,Ethnic,33024.jpg
47304,Women,Accessories,Bags,Clutches,Green,Summer,Casual,47304.jpg
19108,Men,Apparel,Topwear,Tshirts,Beige,Summer,Casual,19108.jpg
28036,Men,Apparel,Innerwear,Briefs,Blue,Summer,Casual,28036.jpg
24480,Men,Footwear,Shoes,Formal Shoes,Black,Winter,Formal,24480.jpg
47504,Men,Apparel,Innerwear,Innerwear Vests,Grey Melange,Summer,Casual,47504.jpg
32467,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,32467.jpg
14076,Men,Apparel,Topwear,Shirts,Blue,Winter,Casual,14076.jpg
7689,Men,Apparel,Topwear,Tshirts,Black,Fall,Sports,7689.jpg
57498,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Formal,57498.jpg
11136,Men,Accessories,Watches,Watches,Black,Winter,Casual,11136.jpg
21539,Women,Accessories,Bags,Handbags,Black,Winter,Casual,21539.jpg
10154,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,Casual,10154.jpg
31320,Women,Apparel,Topwear,Kurtas,Off White,Summer,Ethnic,31320.jpg
8326,Boys,Apparel,Topwear,Tshirts,Green,Fall,Casual,8326.jpg
22746,Women,Apparel,Topwear,Kurtas,Red,Fall,Ethnic,22746.jpg
37307,Men,Accessories,Watches,Watches,Black,Winter,Casual,37307.jpg
23684,Men,Accessories,Wallets,Wallets,Brown,Fall,Casual,23684.jpg
3549,Men,Footwear,Shoes,Casual Shoes,White,Winter,Casual,3549.jpg
48489,Women,Apparel,Topwear,Tops,Peach,Summer,Casual,48489.jpg
45396,Women,Footwear,Shoes,Flats,Black,Winter,Casual,45396.jpg
19413,Unisex,Accessories,Bags,Backpacks,Blue,Summer,Casual,19413.jpg
53808,Women,Apparel,Topwear,Kurtas,Cream,Fall,Ethnic,53808.jpg
56363,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,Casual,56363.jpg
26653,Men,Footwear,Shoes,Casual Shoes,White,Summer,Casual,26653.jpg
18580,Men,Accessories,Socks,Socks,White,Summer,Sports,18580.jpg
29907,Men,Accessories,Watches,Watches,Black,Winter,Casual,29907.jpg
26877,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,26877.jpg
51892,Women,Accessories,Wallets,Wallets,Mushroom Brown,Summer,Casual,51892.jpg
35874,Boys,Apparel,Topwear,Tshirts,Grey,Summer,Casual,35874.jpg
49822,Women,Footwear,Flip Flops,Flip Flops,Purple,Winter,Casual,49822.jpg
22569,Men,Apparel,Topwear,Shirts,Blue,Summer,Casual,22569.jpg
21637,Women,Apparel,Innerwear,Bra,White,Summer,Casual,21637.jpg
22356,Men,Apparel,Topwear,Shirts,White,Fall,Casual,22356.jpg
23643,Men,Apparel,Topwear,Tshirts,Grey,Spring,Casual,23643.jpg
18803,Men,Accessories,Belts,Belts,Brown,Summer,Casual,18803.jpg
38239,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,Casual,38239.jpg
44770,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,44770.jpg
12881,Men,Footwear,Shoes,Casual Shoes,Black,Fall,Casual,12881.jpg
3292,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,3292.jpg
33267,Girls,Apparel,Bottomwear,Shorts,Blue,Summer,Casual,33267.jpg
35902,Women,Accessories,Bags,Handbags,Navy Blue,Summer,Casual,35902.jpg
10281,Men,Footwear,Shoes,Formal Shoes,Black,Fall,Formal,10281.jpg
20041,Women,Accessories,Bags,Handbags,Grey,Fall,Casual,20041.jpg
20194,Men,Apparel,Topwear,Sweatshirts,White,Fall,Casual,20194.jpg
28999,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,28999.jpg
36440,Men,Footwear,Shoes,Sports Shoes,Black,Spring,Sports,36440.jpg
18007,Unisex,Accessories,Bags,Backpacks,Black,Fall,Casual,18007.jpg
23591,Women,Personal Care,Fragrance,Fragrance Gift Set,Lavender,Spring,Casual,23591.jpg
34441,Women,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,34441.jpg
8472,Women,Apparel,Topwear,Shirts,Blue,Fall,Casual,8472.jpg
6344,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,6344.jpg
50229,Women,Accessories,Belts,Belts,Black,Summer,Casual,50229.jpg
58905,Men,Accessories,Ties,Ties,Maroon,Summer,Casual,58905.jpg
21931,Women,Apparel,Topwear,Kurtas,Blue,Fall,Ethnic,21931.jpg
5233,Men,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,5233.jpg
28152,Men,Apparel,Innerwear,Innerwear Vests,Grey Melange,Fall,Casual,28152.jpg
59329,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,59329.jpg
44656,Women,Apparel,Topwear,Shirts,Blue,Winter,Casual,44656.jpg
9380,Men,Footwear,Shoes,Sports Shoes,Green,Fall,Sports,9380.jpg
31314,Women,Apparel,Topwear,Kurtas,Red,Summer,Ethnic,31314.jpg
2387,Men,Footwear,Shoes,Casual Shoes,Black,Winter,Casual,2387.jpg
39520,Unisex,Accessories,Bags,Messenger Bag,Black,Summer,Casual,39520.jpg
21905,Women,Apparel,Topwear,Kurtas,Black,Fall,Ethnic,21905.jpg
7292,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,7292.jpg
38735,Unisex,Accessories,Accessories,Messenger Bag,Black,Fall,Casual,38735.jpg
3561,Men,Footwear,Shoes,Casual Shoes,Black,Winter,Casual,3561.jpg
8665,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,Casual,8665.jpg
17112,Women,Accessories,Bags,Clutches,Grey,Winter,Casual,17112.jpg
32273,Women,Apparel,Topwear,Kurtas,Green,Summer,Ethnic,32273.jpg
2094,Men,Apparel,Topwear,Shirts,White,Winter,Casual,2094.jpg
24080,Women,Footwear,Shoes,Heels,Beige,Winter,Casual,24080.jpg
19149,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,19149.jpg
51428,Men,Apparel,Topwear,Shirts,White,Summer,Casual,51428.jpg
51915,Women,Accessories,Bags,Handbags,Blue,Summer,Casual,51915.jpg
25253,Women,Accessories,Bags,Handbags,Orange,Summer,Casual,25253.jpg
56985,Women,Footwear,Shoes,Heels,Brown,Winter,Casual,56985.jpg
46892,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,46892.jpg
28028,Men,Apparel,Innerwear,Briefs,Blue,Summer,Casual,28028.jpg
23554,Men,Personal Care,Fragrance,Perfume and Body Mist,Silver,Spring,Casual,23554.jpg
45897,Women,Accessories,Watches,Watches,Black,Winter,Casual,45897.jpg
29133,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,Casual,29133.jpg
7518,Unisex,Accessories,Bags,Duffel Bag,Navy Blue,Summer,Sports,7518.jpg
59457,Women,Accessories,Jewellery,Ring,Silver,Summer,Casual,59457.jpg
22758,Women,Apparel,Topwear,Kurtas,Blue,Fall,Ethnic,22758.jpg
23540,Men,Apparel,Topwear,Sweatshirts,Black,Fall,Casual,23540.jpg
20837,Men,Footwear,Sandal,Sandals,Olive,Spring,Casual,20837.jpg
14859,Women,Accessories,Wallets,Wallets,Black,Summer,Casual,14859.jpg
17082,Women,Accessories,Wallets,Wallets,Red,Winter,Casual,17082.jpg
32374,Women,Accessories,Watches,Watches,White,Winter,Casual,32374.jpg
27742,Women,Accessories,Bags,Handbags,Brown,Winter,Casual,27742.jpg
56252,Men,Apparel,Loungewear and Nightwear,Night suits,Green,Summer,Casual,56252.jpg
35047,Women,Apparel,Topwear,Kurtas,Black,Summer,Ethnic,35047.jpg
31549,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,31549.jpg
45424,Women,Footwear,Shoes,Flats,White,Winter,Casual,45424.jpg
19556,Women,Apparel,Topwear,Tshirts,White,Summer,Casual,19556.jpg
43367,Women,Footwear,Shoes,Flats,Black,Summer,Casual,43367.jpg
58893,Men,Accessories,Ties,Ties,Grey,Summer,Casual,58893.jpg
1623,Unisex,Accessories,Bags,Backpacks,Red,Summer,Casual,1623.jpg
13758,Men,Apparel,Topwear,Shirts,Green,Fall,Formal,13758.jpg
54182,Women,Accessories,Bags,Handbags,Green,Summer,Casual,54182.jpg
29760,Men,Accessories,Watches,Watches,Brown,Winter,Casual,29760.jpg
31322,Women,Apparel,Topwear,Kurtas,Blue,Summer,Ethnic,31322.jpg
33424,Women,Accessories,Bags,Handbags,Purple,Summer,Casual,33424.jpg
50039,Women,Apparel,Innerwear,Bra,Nude,Winter,Casual,50039.jpg
44231,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,Sports,44231.jpg
56916,Women,Footwear,Shoes,Heels,Beige,Winter,Casual,56916.jpg
59718,Women,Apparel,Innerwear,Bra,White,Summer,Casual,59718.jpg
41385,Women,Apparel,Topwear,Shirts,Green,Summer,Casual,41385.jpg
50758,Men,Footwear,Sandal,Sandals,Khaki,Winter,Casual,50758.jpg
57917,Men,Accessories,Socks,Socks,White,Summer,Casual,57917.jpg
5622,Women,Footwear,Flip Flops,Flip Flops,Yellow,Summer,Casual,5622.jpg
29785,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,29785.jpg
24948,Women,Apparel,Topwear,Tshirts,Black,Summer,Casual,24948.jpg
45257,Men,Accessories,Watches,Watches,White,Winter,Casual,45257.jpg
17127,Women,Accessories,Bags,Handbags,Green,Winter,Casual,17127.jpg
51802,Women,Apparel,Loungewear and Nightwear,Nightdress,Navy Blue,Summer,Casual,51802.jpg
54622,Men,Accessories,Watches,Watches,Black,Winter,Casual,54622.jpg
13769,Men,Apparel,Topwear,Shirts,White,Fall,Formal,13769.jpg
7446,Men,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,7446.jpg
29119,Unisex,Accessories,Socks,Socks,Black,Summer,Casual,29119.jpg
10300,Men,Footwear,Sandal,Sandals,Brown,Summer,Casual,10300.jpg
35234,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,Formal,35234.jpg
38052,Men,Accessories,Watches,Watches,Black,Winter,Casual,38052.jpg
26263,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,26263.jpg
39205,Women,Footwear,Shoes,Heels,Gold,Winter,Casual,39205.jpg
47017,Women,Apparel,Topwear,Kurtas,Red,Summer,Ethnic,47017.jpg
7367,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,Casual,7367.jpg
38489,Women,Accessories,Belts,Belts,Yellow,Summer,Casual,38489.jpg
34853,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,34853.jpg
10016,Women,Apparel,Dress,Dresses,Pink,Summer,Casual,10016.jpg
25935,Women,Accessories,Scarves,Scarves,Peach,Summer,Casual,25935.jpg
13973,Men,Footwear,Sandal,Sandals,Green,Fall,Casual,13973.jpg
26627,Men,Footwear,Sandal,Sandals,Blue,Summer,Casual,26627.jpg
26319,Men,Apparel,Bottomwear,Track Pants,Grey,Summer,Sports,26319.jpg
24085,Men,Apparel,Topwear,Sweatshirts,White,Fall,Casual,24085.jpg
33355,Men,Footwear,Shoes,Formal Shoes,Black,Summer,Formal,33355.jpg
12493,Women,Accessories,Bags,Handbags,Black,Fall,Casual,12493.jpg
33846,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,33846.jpg
4672,Unisex,Accessories,Bags,Backpacks,Navy Blue,Summer,Sports,4672.jpg
32399,Women,Apparel,Topwear,Tops,White,Summer,Casual,32399.jpg
34094,Girls,Apparel,Topwear,Tops,Lime Green,Summer,Casual,34094.jpg
46981,Women,Accessories,Bags,Handbags,Brown,Summer,Casual,46981.jpg
46972,Women,Accessories,Bags,Handbags,Purple,Summer,Casual,46972.jpg
42736,Women,Footwear,Shoes,Flats,Black,Winter,Casual,42736.jpg
11559,Women,Apparel,Topwear,Kurtas,White,Summer,Ethnic,11559.jpg
33254,Boys,Apparel,Topwear,Tshirts,Red,Summer,Casual,33254.jpg
13718,Men,Accessories,Mufflers,Mufflers,Blue,Summer,Casual,13718.jpg
32577,Women,Apparel,Dress,Dresses,Grey,Summer,Casual,32577.jpg
28105,Men,Apparel,Innerwear,Boxers,Black,Summer,Casual,28105.jpg
29568,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,29568.jpg
32309,Men,Accessories,Watches,Watches,Black,Winter,Casual,32309.jpg
20246,Women,Apparel,Topwear,Tops,Blue,Fall,Casual,20246.jpg
11377,Men,Apparel,Topwear,Shirts,Pink,Fall,Formal,11377.jpg
46419,Men,Accessories,Watches,Watches,Brown,Winter,Casual,46419.jpg
43792,Women,Accessories,Jewellery,Earrings,Gold,Summer,Ethnic,43792.jpg
34730,Women,Accessories,Wallets,Wallets,Pink,Summer,Casual,34730.jpg
42975,Men,Apparel,Innerwear,Briefs,White,Summer,Casual,42975.jpg
4995,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports,4995.jpg
17086,Women,Accessories,Wallets,Wallets,Orange,Winter,Casual,17086.jpg
38023,Women,Accessories,Watches,Watches,Bronze,Winter,Casual,38023.jpg
51604,Women,Apparel,Bottomwear,Jeans,Navy Blue,Fall,Casual,51604.jpg
13056,Women,Accessories,Watches,Watches,Burgundy,Winter,Casual,13056.jpg
28503,Men,Apparel,Bottomwear,Shorts,Grey,Summer,Sports,28503.jpg
14344,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,14344.jpg
19151,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,19151.jpg
58332,Men,Footwear,Flip Flops,Flip Flops,Red,Summer,Casual,58332.jpg
23057,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,23057.jpg
8134,Women,Accessories,Watches,Watches,Black,Winter,Casual,8134.jpg
26734,Women,Personal Care,Fragrance,Deodorant,Silver,Spring,Casual,26734.jpg
33514,Women,Footwear,Shoes,Heels,Blue,Summer,Casual,33514.jpg
33352,Men,Footwear,Shoes,Formal Shoes,Tan,Summer,Formal,33352.jpg
11991,Men,Apparel,Topwear,Tshirts,Grey,Fall,Casual,11991.jpg
3638,Men,Footwear,Shoes,Casual Shoes,White,Summer,Casual,3638.jpg
46941,Women,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,Casual,46941.jpg
11260,Women,Apparel,Bottomwear,Skirts,Green,Summer,Casual,11260.jpg
41607,Men,Apparel,Topwear,Shirts,Grey,Summer,Casual,41607.jpg
4618,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,4618.jpg
47199,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,Formal,47199.jpg
32766,Men,Apparel,Topwear,Shirts,White,Summer,Formal,32766.jpg
3724,Women,Apparel,Topwear,Tshirts,Green,Summer,Casual,3724.jpg
4416,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,4416.jpg
54522,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,54522.jpg
16785,Unisex,Accessories,Watches,Watches,Green,Winter,Casual,16785.jpg
4154,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports,4154.jpg
8084,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,8084.jpg
58934,Men,Accessories,Watches,Watches,Black,Winter,Casual,58934.jpg
13146,Women,Footwear,Shoes,Heels,Silver,Winter,Casual,13146.jpg
30591,Unisex,Accessories,Headwear,Caps,Blue,Summer,Sports,30591.jpg
50984,Women,Apparel,Innerwear,Briefs,Pink,Summer,Casual,50984.jpg
32950,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,32950.jpg
39470,Women,Apparel,Topwear,Kurtis,Red,Summer,Ethnic,39470.jpg
49302,Men,Accessories,Socks,Socks,Grey,Summer,Casual,49302.jpg
58261,Women,Accessories,Bags,Clutches,Brown,Summer,Casual,58261.jpg
58736,Women,Apparel,Bottomwear,Capris,Pink,Summer,Casual,58736.jpg
26348,Women,Accessories,Watches,Watches,White,Winter,Casual,26348.jpg
44022,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,Casual,44022.jpg
36669,Women,Accessories,Bags,Handbags,Brown,Summer,Casual,36669.jpg
29414,Men,Accessories,Watches,Watches,White,Winter,Casual,29414.jpg
22751,Women,Apparel,Topwear,Kurtas,White,Fall,Ethnic,22751.jpg
16757,Women,Accessories,Bags,Clutches,Black,Winter,Casual,16757.jpg
14479,Men,Footwear,Shoes,Casual Shoes,Green,Fall,Casual,14479.jpg
14747,Men,Apparel,Topwear,Shirts,Blue,Fall,Formal,14747.jpg
4051,Men,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,4051.jpg
4394,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,4394.jpg
30826,Women,Apparel,Bottomwear,Churidar,Navy Blue,Summer,Ethnic,30826.jpg
39843,Boys,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,39843.jpg
29990,Women,Free Items,Free Gifts,Free Gifts,Black,Winter,Casual,29990.jpg
24610,Men,Apparel,Topwear,Shirts,White,Fall,Casual,24610.jpg
25906,Women,Apparel,Bottomwear,Leggings,Purple,Summer,Casual,25906.jpg
15753,Men,Apparel,Innerwear,Innerwear Vests,Grey,Summer,Casual,15753.jpg
56294,Women,Apparel,Innerwear,Bra,Rose,Summer,Casual,56294.jpg
17684,Women,Footwear,Shoes,Casual Shoes,Grey,Winter,Casual,17684.jpg
27437,Women,Apparel,Topwear,Tops,Green,Winter,Casual,27437.jpg
51720,Men,Accessories,Eyewear,Sunglasses,Blue,Winter,Casual,51720.jpg
13454,Women,Apparel,Topwear,Tshirts,Pink,Summer,Casual,13454.jpg
11371,Men,Apparel,Topwear,Shirts,Black,Fall,Casual,11371.jpg
29560,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,29560.jpg
5579,Men,Footwear,Shoes,Sports Shoes,Black,Summer,Sports,5579.jpg
7427,Women,Apparel,Topwear,Tops,Black,Summer,Casual,7427.jpg
46140,Women,Accessories,Jewellery,Necklace and Chains,Gold,Fall,Ethnic,46140.jpg
12851,Women,Apparel,Topwear,Tops,Black,Fall,Casual,12851.jpg
48088,Women,Apparel,Topwear,Tops,Black,Summer,Casual,48088.jpg
46132,Women,Accessories,Jewellery,Necklace and Chains,Blue,Summer,Casual,46132.jpg
18698,Men,Apparel,Innerwear,Briefs,Grey,Summer,Casual,18698.jpg
44680,Women,Apparel,Topwear,Tops,Black,Summer,Party,44680.jpg
59080,Women,Apparel,Innerwear,Briefs,White,Summer,Casual,59080.jpg
12440,Unisex,Accessories,Headwear,Hat,Black,Fall,Casual,12440.jpg
46899,Men,Personal Care,Fragrance,Deodorant,Black,Summer,Casual,46899.jpg
35426,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports,35426.jpg
42038,Men,Footwear,Shoes,Sports Shoes,Black,Summer,Sports,42038.jpg
2137,Men,Apparel,Topwear,Shirts,Green,Spring,Casual,2137.jpg
56604,Women,Personal Care,Makeup,Kajal and Eyeliner,Blue,Spring,Casual,56604.jpg
52333,Women,Accessories,Bags,Clutches,Black,Winter,Casual,52333.jpg
29296,Women,Apparel,Topwear,Tshirts,Black,Summer,Casual,29296.jpg
13558,Women,Footwear,Shoes,Flats,Navy Blue,Winter,Casual,13558.jpg
6405,Men,Footwear,Sandal,Sandals,Brown,Summer,Casual,6405.jpg
51693,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,Casual,51693.jpg
22671,Unisex,Accessories,Bags,Backpacks,Black,Winter,Casual,22671.jpg
57160,Women,Apparel,Topwear,Tshirts,White,Summer,Casual,57160.jpg
12184,Men,Apparel,Topwear,Shirts,Red,Fall,Casual,12184.jpg
47335,Women,Accessories,Bags,Handbags,Green,Summer,Casual,47335.jpg
6197,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual,6197.jpg
7455,Men,Apparel,Topwear,Tshirts,Pink,Summer,Casual,7455.jpg
34349,Men,Apparel,Topwear,Tshirts,Purple,Fall,Casual,34349.jpg
6498,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,6498.jpg
25023,Men,Apparel,Topwear,Tshirts,Blue,Fall,Sports,25023.jpg
12434,Men,Accessories,Socks,Socks,Black,Fall,Casual,12434.jpg
18178,Girls,Apparel,Topwear,Tops,Black,Fall,Casual,18178.jpg
32456,Men,Apparel,Bottomwear,Track Pants,Black,Spring,Sports,32456.jpg
21268,Unisex,Accessories,Bags,Backpacks,Black,Fall,Casual,21268.jpg
18227,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,18227.jpg
12598,Unisex,Apparel,Topwear,Tshirts,Orange,Fall,Casual,12598.jpg
9687,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,9687.jpg
20172,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,Casual,20172.jpg
9222,Unisex,Footwear,Shoes,Casual Shoes,White,Fall,Casual,9222.jpg
5072,Women,Accessories,Watches,Watches,Black,Winter,Casual,5072.jpg
55099,Women,Personal Care,Skin,Face Moisturisers,Gold,Spring,Casual,55099.jpg
46754,Women,Personal Care,Fragrance,Perfume and Body Mist,Gold,Spring,Casual,46754.jpg
12024,Men,Apparel,Topwear,Shirts,Black,Fall,Formal,12024.jpg
21006,Women,Accessories,Belts,Belts,Black,Winter,Casual,21006.jpg
8591,Men,Apparel,Topwear,Shirts,Purple,Fall,Casual,8591.jpg
42657,Women,Apparel,Topwear,Kurtas,White,Summer,Ethnic,42657.jpg
36058,Unisex,Accessories,Bags,Messenger Bag,Blue,Summer,Casual,36058.jpg
52651,Women,Accessories,Bags,Handbags,Brown,Summer,Casual,52651.jpg
55578,Women,Personal Care,Makeup,Compact,Skin,Spring,Casual,55578.jpg
16284,Men,Apparel,Topwear,Tshirts,Red,Fall,Casual,16284.jpg
29030,Unisex,Accessories,Headwear,Caps,White,Fall,Casual,29030.jpg
19131,Men,Footwear,Flip Flops,Flip Flops,Grey,Fall,Casual,19131.jpg
50718,Boys,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,50718.jpg
2972,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,2972.jpg
12780,Women,Apparel,Apparel Set,Kurta Sets,Brown,Fall,Ethnic,12780.jpg
39861,Boys,Apparel,Topwear,Tshirts,Green,Summer,Casual,39861.jpg
47230,Men,Footwear,Sandal,Sandals,Brown,Summer,Casual,47230.jpg
49678,Women,Accessories,Eyewear,Sunglasses,White,Winter,Casual,49678.jpg
34239,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,34239.jpg
47634,Women,Footwear,Shoes,Heels,Red,Winter,Casual,47634.jpg
22858,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,Casual,22858.jpg
12117,Women,Apparel,Topwear,Kurtas,Blue,Fall,Ethnic,12117.jpg
25966,Women,Apparel,Dress,Dresses,Brown,Summer,Casual,25966.jpg
3054,Men,Apparel,Topwear,Tshirts,Blue,Summer,Formal,3054.jpg
38986,Boys,Apparel,Topwear,Tshirts,Blue,Summer,Casual,38986.jpg
36368,Men,Accessories,Ties,Ties,Blue,Summer,Formal,36368.jpg
27924,Women,Apparel,Bottomwear,Trousers,Beige,Summer,Casual,27924.jpg
50277,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,Formal,50277.jpg
2897,Women,Footwear,Shoes,Heels,Silver,Winter,Casual,2897.jpg
40985,Boys,Apparel,Topwear,Tshirts,White,Summer,Casual,40985.jpg
16805,Girls,Apparel,Bottomwear,Skirts,Black,Fall,Casual,16805.jpg
17934,Men,Apparel,Bottomwear,Shorts,Black,Fall,Sports,17934.jpg
19333,Women,Apparel,Topwear,Jackets,Navy Blue,Fall,Casual,19333.jpg
39226,Women,Apparel,Dress,Dresses,Black,Summer,Casual,39226.jpg
59087,Women,Apparel,Innerwear,Bra,Black,Summer,Casual,59087.jpg
59949,Women,Personal Care,Fragrance,Deodorant,Orange,Spring,Casual,59949.jpg
16406,Men,Apparel,Topwear,Shirts,Maroon,Fall,Casual,16406.jpg
23487,Men,Accessories,Scarves,Scarves,Grey,Summer,Casual,23487.jpg
14481,Men,Footwear,Shoes,Casual Shoes,Beige,Fall,Casual,14481.jpg
57084,Women,Apparel,Bottomwear,Skirts,Blue,Summer,Casual,57084.jpg
46086,Women,Footwear,Shoes,Sports Shoes,Lavender,Summer,Sports,46086.jpg
20394,Women,Accessories,Bags,Handbags,Red,Winter,Casual,20394.jpg
14699,Men,Apparel,Bottomwear,Trousers,Black,Fall,Casual,14699.jpg
2041,Men,Apparel,Topwear,Tshirts,Grey,Fall,Sports,2041.jpg
16527,Men,Apparel,Topwear,Shirts,Purple,Fall,Casual,16527.jpg
55932,Women,Personal Care,Nails,Nail Polish,Purple,Spring,Casual,55932.jpg
28096,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,Casual,28096.jpg
17603,Unisex,Accessories,Eyewear,Sunglasses,Grey,Winter,Casual,17603.jpg
26458,Unisex,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,Casual,26458.jpg
54200,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,Casual,54200.jpg
22944,Unisex,Accessories,Watches,Watches,Black,Winter,Casual,22944.jpg
41717,Women,Footwear,Shoes,Heels,Black,Winter,Casual,41717.jpg
41672,Women,Footwear,Shoes,Heels,Silver,Winter,Casual,41672.jpg
30621,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,30621.jpg
50648,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Black,Fall,Casual,50648.jpg
4478,Women,Footwear,Shoes,Sports Shoes,Black,Summer,Sports,4478.jpg
16246,Unisex,Footwear,Sandal,Sandals,Black,Fall,Casual,16246.jpg
5395,Women,Footwear,Shoes,Sports Shoes,Gold,Summer,Sports,5395.jpg
6117,Men,Footwear,Flip Flops,Flip Flops,Green,Summer,Casual,6117.jpg
9115,Women,Footwear,Shoes,Sports Shoes,Silver,Fall,Sports,9115.jpg
3653,Men,Footwear,Shoes,Casual Shoes,White,Summer,Casual,3653.jpg
35023,Women,Accessories,Stoles,Stoles,Purple,Summer,Casual,35023.jpg
58491,Women,Apparel,Bottomwear,Shorts,Olive,Fall,Casual,58491.jpg
28580,Men,Accessories,Watches,Watches,Blue,Winter,Casual,28580.jpg
29209,Men,Accessories,Socks,Socks,Black,Fall,Sports,29209.jpg
38381,Men,Accessories,Belts,Belts,Brown,Summer,Casual,38381.jpg
1802,Men,Footwear,Shoes,Sports Shoes,Brown,Spring,Sports,1802.jpg
22766,Women,Apparel,Topwear,Kurtas,Red,Fall,Ethnic,22766.jpg
18257,Women,Apparel,Topwear,Kurtas,Green,Fall,Ethnic,18257.jpg
10352,Men,Apparel,Topwear,Shirts,White,Fall,Casual,10352.jpg
51379,Men,Apparel,Bottomwear,Shorts,Grey,Summer,Casual,51379.jpg
20756,Women,Footwear,Shoes,Heels,Black,Winter,Casual,20756.jpg
53773,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,53773.jpg
48810,Men,Accessories,Jewellery,Pendant,Steel,Summer,Casual,48810.jpg
59901,Women,Accessories,Scarves,Scarves,Grey,Summer,Casual,59901.jpg
52749,Women,Personal Care,Fragrance,Deodorant,Grey,Spring,Casual,52749.jpg
9778,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,9778.jpg
6425,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,6425.jpg
13487,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,13487.jpg
27171,Men,Apparel,Topwear,Shirts,White,Summer,Formal,27171.jpg
